fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,año,día_semana,Amazon
2021-10-25,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,68.21,136.42,2021,Monday,67.32
2021-10-25,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,1,107.82,107.82,2021,Monday,110.29
2021-10-25,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,81.58,163.16,2021,Monday,77.57
2021-10-25,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,129.46,647.3,2021,Monday,127.72
2021-10-25,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.25,20.25,2021,Monday,19.38
2021-10-25,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.3,34.3,2021,Monday,34.3
2021-10-25,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.92,49.92,2021,Monday,46.96
2021-10-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,8,117.37,938.96,2021,Tuesday,84.25
2021-10-26,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,137.98,1379.8,2021,Tuesday,112.78
2021-10-26,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,83.5,167.0,2021,Tuesday,89.14
2021-10-26,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,73.01,146.02,2021,Tuesday,80.4
2021-10-26,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.07,70.14,2021,Tuesday,33.73
2021-10-26,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,66.69,133.38,2021,Tuesday,66.73
2021-10-26,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.23,138.46,2021,Tuesday,69.47
2021-10-26,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,63.63,127.26,2021,Tuesday,66.94
2021-10-26,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,411.68,823.36,2021,Tuesday,374.49
2021-10-26,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,1,178.86,178.86,2021,Tuesday,172.21
2021-10-26,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,2,44.88,89.76,2021,Tuesday,46.86
2021-10-26,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,55.55,222.2,2021,Tuesday,55.83
2021-10-26,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,24.46,48.92,2021,Tuesday,24.73
2021-10-26,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,40.42,80.84,2021,Tuesday,37.67
2021-10-26,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,154.23,462.69,2021,Tuesday,135.98
2021-10-26,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,827.2,1654.4,2021,Tuesday,747.29
2021-10-26,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,97.1,194.2,2021,Tuesday,98.36
2021-10-26,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,1,71.42,71.42,2021,Tuesday,69.49
2021-10-26,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,112.93,225.86,2021,Tuesday,111.69
2021-10-26,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,80.57,161.14,2021,Tuesday,78.33
2021-10-26,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.88,531.52,2021,Tuesday,125.65
2021-10-26,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.52,20.52,2021,Tuesday,20.71
2021-10-26,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.4,35.4,2021,Tuesday,32.66
2021-10-26,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.48,50.48,2021,Tuesday,46.33
2021-10-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,8,114.27,914.16,2021,Wednesday,84.06
2021-10-27,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,8,136.28,1090.24,2021,Wednesday,113.99
2021-10-27,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,87.55,262.65,2021,Wednesday,88.71
2021-10-27,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,76.27,152.54,2021,Wednesday,77.01
2021-10-27,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.14,70.28,2021,Wednesday,37.57
2021-10-27,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.63,129.26,2021,Wednesday,68.72
2021-10-27,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.27,138.54,2021,Wednesday,71.07
2021-10-27,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,66.02,132.04,2021,Wednesday,62.78
2021-10-27,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,407.15,814.3,2021,Wednesday,366.12
2021-10-27,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,171.01,342.02,2021,Wednesday,175.93
2021-10-27,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,2,45.12,90.24,2021,Wednesday,42.36
2021-10-27,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,2,55.65,111.3,2021,Wednesday,55.34
2021-10-27,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,24.83,49.66,2021,Wednesday,24.7
2021-10-27,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,39.7,79.4,2021,Wednesday,38.92
2021-10-27,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,147.55,442.65,2021,Wednesday,138.28
2021-10-27,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,838.38,1676.76,2021,Wednesday,751.94
2021-10-27,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,1,95.68,95.68,2021,Wednesday,97.63
2021-10-27,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,1,71.53,71.53,2021,Wednesday,70.41
2021-10-27,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,110.13,220.26,2021,Wednesday,105.56
2021-10-27,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,79.24,158.48,2021,Wednesday,76.35
2021-10-27,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,129.07,645.35,2021,Wednesday,126.33
2021-10-27,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.04,20.04,2021,Wednesday,18.63
2021-10-27,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.23,35.23,2021,Wednesday,35.24
2021-10-27,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.65,50.65,2021,Wednesday,49.22
2021-10-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,7,118.14,826.98,2021,Thursday,81.98
2021-10-28,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,8,138.46,1107.68,2021,Thursday,111.93
2021-10-28,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,82.76,165.52,2021,Thursday,87.0
2021-10-28,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,73.21,146.42,2021,Thursday,74.1
2021-10-28,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.97,69.94,2021,Thursday,34.15
2021-10-28,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.25,128.5,2021,Thursday,66.06
2021-10-28,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,1,71.27,71.27,2021,Thursday,70.36
2021-10-28,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,65.43,130.86,2021,Thursday,66.23
2021-10-28,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,1,405.19,405.19,2021,Thursday,362.04
2021-10-28,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,1,171.03,171.03,2021,Thursday,177.03
2021-10-28,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,2,44.14,88.28,2021,Thursday,44.49
2021-10-28,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,55.08,165.24,2021,Thursday,49.82
2021-10-28,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,25.31,50.62,2021,Thursday,27.06
2021-10-28,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,39.42,78.84,2021,Thursday,42.3
2021-10-28,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,154.17,462.51,2021,Thursday,133.65
2021-10-28,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,832.5,1665.0,2021,Thursday,738.5
2021-10-28,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,92.4,184.8,2021,Thursday,91.94
2021-10-28,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,70.43,140.86,2021,Thursday,65.79
2021-10-28,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,112.11,224.22,2021,Thursday,114.12
2021-10-28,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,78.62,157.24,2021,Thursday,79.03
2021-10-28,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,130.87,654.35,2021,Thursday,126.61
2021-10-28,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.48,20.48,2021,Thursday,19.85
2021-10-28,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.69,34.69,2021,Thursday,36.24
2021-10-28,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.32,49.32,2021,Thursday,48.71
2021-10-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,117.23,1406.76,2021,Friday,83.84
2021-10-29,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,131.72,1185.48,2021,Friday,112.67
2021-10-29,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,85.63,256.89,2021,Friday,79.18
2021-10-29,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,73.51,147.02,2021,Friday,70.95
2021-10-29,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.5,71.0,2021,Friday,32.51
2021-10-29,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,63.42,126.84,2021,Friday,66.74
2021-10-29,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,68.0,136.0,2021,Friday,68.08
2021-10-29,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,65.18,130.36,2021,Friday,64.0
2021-10-29,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,393.57,787.14,2021,Friday,365.51
2021-10-29,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,1,174.97,174.97,2021,Friday,176.5
2021-10-29,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,46.32,138.96,2021,Friday,47.31
2021-10-29,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,54.68,164.04,2021,Friday,52.13
2021-10-29,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.89,74.67,2021,Friday,24.18
2021-10-29,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,41.18,123.54,2021,Friday,41.63
2021-10-29,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,146.66,439.98,2021,Friday,133.15
2021-10-29,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,833.9,1667.8,2021,Friday,733.79
2021-10-29,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,93.71,187.42,2021,Friday,87.09
2021-10-29,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.39,138.78,2021,Friday,68.65
2021-10-29,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,107.16,214.32,2021,Friday,113.05
2021-10-29,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,81.44,162.88,2021,Friday,79.8
2021-10-29,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,127.92,639.6,2021,Friday,126.38
2021-10-29,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.18,20.18,2021,Friday,19.42
2021-10-29,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.07,35.07,2021,Friday,34.27
2021-10-29,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.51,50.51,2021,Friday,50.21
2021-10-30,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,118.41,1420.92,2021,Saturday,82.21
2021-10-30,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,12,136.87,1642.44,2021,Saturday,111.02
2021-10-30,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,84.82,254.46,2021,Saturday,85.28
2021-10-30,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,77.06,231.18,2021,Saturday,82.98
2021-10-30,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.32,68.64,2021,Saturday,36.67
2021-10-30,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,3,65.14,195.42,2021,Saturday,64.8
2021-10-30,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,3,68.31,204.93,2021,Saturday,68.08
2021-10-30,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,64.41,128.82,2021,Saturday,60.15
2021-10-30,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,403.96,807.92,2021,Saturday,376.36
2021-10-30,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,171.35,342.7,2021,Saturday,178.06
2021-10-30,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,46.33,138.99,2021,Saturday,45.41
2021-10-30,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,56.13,224.52,2021,Saturday,50.08
2021-10-30,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,25.03,75.09,2021,Saturday,25.93
2021-10-30,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,40.61,121.83,2021,Saturday,38.48
2021-10-30,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,146.65,586.6,2021,Saturday,136.27
2021-10-30,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,840.4,2521.2,2021,Saturday,749.01
2021-10-30,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,92.36,184.72,2021,Saturday,93.36
2021-10-30,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.41,138.82,2021,Saturday,72.38
2021-10-30,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,107.28,214.56,2021,Saturday,105.06
2021-10-30,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,79.07,158.14,2021,Saturday,79.68
2021-10-30,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,6,129.2,775.2,2021,Saturday,129.22
2021-10-30,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.02,20.02,2021,Saturday,20.12
2021-10-30,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.88,35.88,2021,Saturday,34.22
2021-10-30,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,51.05,51.05,2021,Saturday,53.63
2021-10-31,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,112.99,1016.91,2021,Sunday,82.88
2021-10-31,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,138.06,1380.6,2021,Sunday,111.36
2021-10-31,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,86.88,260.64,2021,Sunday,80.92
2021-10-31,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,74.12,222.36,2021,Sunday,77.07
2021-10-31,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.12,68.24,2021,Sunday,34.23
2021-10-31,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,65.76,131.52,2021,Sunday,68.14
2021-10-31,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.35,138.7,2021,Sunday,72.34
2021-10-31,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,66.26,132.52,2021,Sunday,68.41
2021-10-31,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,391.18,782.36,2021,Sunday,360.2
2021-10-31,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,177.78,355.56,2021,Sunday,173.89
2021-10-31,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,2,44.12,88.24,2021,Sunday,46.32
2021-10-31,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,53.83,161.49,2021,Sunday,56.83
2021-10-31,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.8,74.4,2021,Sunday,24.27
2021-10-31,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,39.84,119.52,2021,Sunday,36.31
2021-10-31,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,2,148.31,296.62,2021,Sunday,138.0
2021-10-31,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,810.36,2431.08,2021,Sunday,735.85
2021-10-31,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,95.8,191.6,2021,Sunday,97.37
2021-10-31,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,70.63,141.26,2021,Sunday,70.43
2021-10-31,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,107.7,215.4,2021,Sunday,109.02
2021-10-31,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,82.38,164.76,2021,Sunday,79.68
2021-10-31,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,126.55,632.75,2021,Sunday,126.78
2021-10-31,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,19.55,19.55,2021,Sunday,19.47
2021-10-31,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.59,34.59,2021,Sunday,35.9
2021-10-31,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,48.69,48.69,2021,Sunday,53.41
2021-11-01,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,7,115.07,805.49,2021,Monday,81.23
2021-11-01,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,136.0,1360.0,2021,Monday,112.24
2021-11-01,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,85.14,170.28,2021,Monday,89.61
2021-11-01,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,76.74,153.48,2021,Monday,72.98
2021-11-01,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.89,69.78,2021,Monday,33.16
2021-11-01,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.67,129.34,2021,Monday,66.54
2021-11-01,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,71.38,142.76,2021,Monday,68.54
2021-11-01,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,63.09,126.18,2021,Monday,62.77
2021-11-01,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,397.99,795.98,2021,Monday,365.44
2021-11-01,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,172.48,344.96,2021,Monday,171.68
2021-11-01,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,45.7,137.1,2021,Monday,44.19
2021-11-01,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,54.06,162.18,2021,Monday,57.31
2021-11-01,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.27,72.81,2021,Monday,24.46
2021-11-01,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,40.12,120.36,2021,Monday,39.32
2021-11-01,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,149.59,448.77,2021,Monday,133.29
2021-11-01,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,821.27,2463.81,2021,Monday,741.57
2021-11-01,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,1,96.35,96.35,2021,Monday,102.84
2021-11-01,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.56,139.12,2021,Monday,69.05
2021-11-01,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,109.73,219.46,2021,Monday,108.91
2021-11-01,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,82.19,164.38,2021,Monday,76.41
2021-11-01,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.24,528.96,2021,Monday,124.7
2021-11-01,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,19.93,19.93,2021,Monday,18.75
2021-11-01,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.48,34.48,2021,Monday,35.29
2021-11-01,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.41,50.41,2021,Monday,51.2
2021-11-02,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,116.1,1161.0,2021,Tuesday,82.69
2021-11-02,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,135.92,1359.2,2021,Tuesday,114.58
2021-11-02,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,82.79,165.58,2021,Tuesday,91.17
2021-11-02,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,76.07,152.14,2021,Tuesday,68.67
2021-11-02,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.03,70.06,2021,Tuesday,35.06
2021-11-02,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,63.38,126.76,2021,Tuesday,60.72
2021-11-02,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,70.91,141.82,2021,Tuesday,69.86
2021-11-02,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,64.21,128.42,2021,Tuesday,69.92
2021-11-02,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,396.39,792.78,2021,Tuesday,363.22
2021-11-02,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,171.69,343.38,2021,Tuesday,173.07
2021-11-02,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,44.12,132.36,2021,Tuesday,45.4
2021-11-02,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,55.87,167.61,2021,Tuesday,57.42
2021-11-02,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.65,73.95,2021,Tuesday,25.58
2021-11-02,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,39.72,119.16,2021,Tuesday,40.13
2021-11-02,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,147.35,442.05,2021,Tuesday,137.99
2021-11-02,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,843.68,1687.36,2021,Tuesday,752.76
